,incident_id,date,state,city,address,num_killed,num_injured,latitude,location_description,longitude,n_guns_involved,pre_teens_involved,adults_involved,total_victims,total_suspects,males,females,gun_type
216551,978743,11/01/2017,Ohio,Warren,2487 Parkman Rd,0,0,41.2522,McDonalds,-80.856,1.0,0,1,0,1,1,0,Unknown
216552,978748,11/01/2017,Maine,Bangor,204 Union St,0,0,44.8003,Oâ€™Donnellâ€™s Subs & Deli,-68.7759,1.0,0,0,0,1,1,0,Unknown
216556,978761,11/01/2017,Tennessee,Memphis,1215 Southland Mall,0,1,35.0198,Southland Mall,-90.025,1.0,0,0,1,0,1,0,Handgun
216560,978782,11/01/2017,Michigan,Three Rivers,16700 Heimbach Rd,0,1,41.9983,GreenMark Equipment,-85.6305,1.0,0,2,0,2,2,0,Rifle
216563,978805,11/01/2017,Oregon,Portland,2004 SW Jefferson St,0,0,45.5164,Modera Goose Hollow Apartments,-122.69,1.0,0,1,0,1,1,0,Unknown
216579,979062,11/01/2017,Massachusetts,Boston,2363 Washington St,0,0,42.3293,Dudley Triangle,-71.0851,1.0,0,1,0,1,1,0,Unknown
216589,979324,11/01/2017,Arizona,Tucson,3156 E Grant Rd,0,0,32.2501,Frontier Gun Shop,-110.925,6.0,0,0,1,2,3,0,22 LR
216600,979684,11/01/2017,California,Weaverville,1665 Main St,0,0,40.7211,Tops Super Foods,-122.927,1.0,0,1,0,1,1,0,Unknown
216604,979883,11/01/2017,New York,New York ,625 8th Ave,0,0,40.7562,Port Authority Bus Terminal,-73.9906,1.0,0,0,0,1,1,0,Unknown
216605,979927,11/01/2017,Maryland,Bryans Road,6990 Indian Head Hwy,0,0,38.6267,Napa Auto Parts,-77.0746,1.0,0,1,0,1,1,0,Unknown
216639,978491,11/02/2017,Florida,Orlando,711 Lee Rd,0,1,28.6089,Taco Bell,-81.3908,1.0,0,2,1,1,2,0,Unknown
216643,978553,11/02/2017,Louisiana,Shreveport,4700 block of Hilry Huckaby Avenue,0,0,32.5429,Cypress Landing Apartments,-93.8367,1.0,0,0,0,0,0,0,Unknown
216647,978624,11/02/2017,South Carolina,Aiken,811 Laurens Street NW,0,1,33.5757,Colony Woods Apartments,-81.7207,1.0,0,1,1,1,2,0,Unknown
216653,978826,11/02/2017,Georgia,Savannah,11709 Largo Drive,1,1,31.9821,Suds Laundromat,-81.1485,1.0,0,3,2,1,2,1,Unknown
216657,978856,11/02/2017,Kentucky,Radcliff,672 Knox Blvd,1,1,37.861,Patton Village apartment complex,-85.9546,1.0,0,1,2,1,2,1,Unknown
216660,978893,11/02/2017,Illinois,Chicago,4753 N Broadway,1,2,41.9682,Starbucks,-87.6592,1.0,0,2,3,1,4,0,Handgun
216673,979015,11/02/2017,Washington,Kent,22203 84th Ave S,1,0,47.4019,Golden Kent Motel,-122.228,1.0,0,3,1,2,3,0,Handgun
216677,979041,11/02/2017,Missouri,Saint Louis,2005 N Florissant Ave,0,3,38.6445,BP Gas Station,-90.1972,3.0,0,0,1,2,3,0,Unknown
216689,979134,11/02/2017,Florida,Orlando,4700 S Goldenrod Rd,0,1,28.6068,Wawa,-81.2852,1.0,0,0,1,1,2,0,357 Mag
216694,979180,11/02/2017,Louisiana,Lafayette,1700 block of Northeast Evangeline Thruway,1,0,30.2069,Home Depot,-92.0005,1.0,0,0,1,1,2,0,Unknown
216697,979191,11/02/2017,Texas,Dallas,10560 New Church Rd,0,1,32.8862,One Stop Texaco,-96.704,1.0,0,0,1,0,1,0,Handgun
216699,979204,11/02/2017,Oklahoma,Norman,515 24th Ave NW,0,0,35.2245,Chateau Normandy Apartments,-97.4766,1.0,0,0,0,1,1,0,Unknown
216718,979482,11/02/2017,Tennessee,Memphis,2856 Hickory Hill Rd,0,0,35.0706,Walmart Neighborhood Market,-89.8644,1.0,0,0,0,0,0,0,Unknown
216728,979601,11/02/2017,Virginia,Danville,3500 W Main St,1,0,36.552,Travel Inn,-79.46,1.0,0,0,1,0,1,0,Unknown
216747,980050,11/02/2017,Tennessee,Memphis,1 Bass Pro Dr,0,0,35.1581,Bass Pro at the Pyramid,-90.0436,2.0,0,0,0,0,0,0,Handgun
216756,980838,11/02/2017,South Carolina,Bluffton,1011 Fording Island Rd,0,0,32.2598,The Brick Chicken,-80.8522,1.0,0,0,0,1,1,0,Unknown
216766,982477,11/02/2017,Nebraska,Adams,415 8th St,0,0,40.4576,Freeman High School,-96.5117,1.0,0,0,0,1,1,0,Unknown
216795,979571,11/03/2017,Missouri,Saint Louis,9800 Halls Ferry Rd,0,3,38.743,The Ambassador,-90.2523,1.0,0,0,3,0,3,0,Unknown
216797,979583,11/03/2017,Michigan,Jackson,300 Block of Moorman Dr,1,0,42.2689,Shahan-Blackstone North Apartments,-84.412,1.0,0,1,1,0,1,0,Unknown
216798,979591,11/03/2017,Pennsylvania,Belle Vernon,117 Irons St,0,0,40.1342,Reeds Garage,-79.8819,1.0,0,1,1,1,2,0,7.62 [AK-47]
216799,979597,11/03/2017,Pennsylvania,Uniontown,1 Pershing Ave,1,0,39.9048,Bierer Wood Acres,-79.7176,1.0,0,2,1,1,1,1,Unknown
216804,979621,11/03/2017,Kentucky,Lexington,3751 Appian Way,0,0,37.9743,Metropolitan Apartments,-84.495,1.0,0,0,0,2,0,0,Unknown
216810,979742,11/03/2017,Florida,Jacksonville,13000 block of Blue Eagle Way,0,1,30.3451,Wonderwood Bridge,-81.4801,1.0,0,1,0,1,1,0,Unknown
216813,979762,11/03/2017,New Mexico,Rio Rancho,1704 NM Hwy 528 NW,1,0,35.2876,Bank of America call center,-106.604,1.0,0,1,0,1,1,0,Unknown
216815,979784,11/03/2017,Massachusetts,Plymouth,710 State Rd,0,0,41.9167,Blue Spruce Motel,-70.5569,1.0,0,3,0,3,2,1,9mm
216816,979788,11/03/2017,Colorado,Colorado Springs,4165 Lacy Ln,0,1,38.8216,Windmill Apartments,-104.752,1.0,0,0,1,1,1,0,Unknown
216823,979880,11/03/2017,New York,New York ,118 Avenue D,1,0,40.7237,Jacob Riis Houses,-73.9759,1.0,0,2,1,1,2,0,Unknown
216826,979902,11/03/2017,Florida,Orlando,2001 Rivertree Cir,0,1,28.4819,Hidden Creek Villas,-81.4069,2.0,0,1,2,1,2,0,9mm
216830,979929,11/03/2017,Maryland,Hagerstown,901 Dual Hwy,0,1,39.6336,Cancun Cantina,-77.7032,1.0,0,2,1,1,2,0,Unknown
216838,979968,11/03/2017,Alabama,Birmingham,421 Oporto Madrid Blvd,1,0,33.5643,Texaco,-86.7329,1.0,0,0,1,1,2,0,Unknown
216842,979990,11/03/2017,New York,Buffalo,140 Allen St,1,0,42.8992,Frizzy's Bar,-78.8752,1.0,0,2,1,1,2,0,Unknown
216854,980066,11/03/2017,Tennessee,Nashville,222 Thompson Ln,0,1,36.1108,Phillips 66 gas station,-86.742,1.0,0,0,1,1,2,0,Unknown
216873,980292,11/03/2017,New Jersey,Somers Point,50 Somers Points Mays Landings Rd,0,0,39.3124,Somers Point Apartments,-74.6174,1.0,0,1,0,1,1,0,Unknown
216874,980295,11/03/2017,California,Suisun City,1210 Anderson Dr,1,0,38.2416,Popeyes,-122.006,1.0,0,1,1,2,3,0,Unknown
216886,980442,11/03/2017,Texas,Lufkin,1401 Kurth Dr,1,0,31.3594,Dollar General,-94.737,1.0,0,1,1,1,2,0,Handgun
216887,980514,11/03/2017,Maryland,Montgomery County ,I-270 near Shady Grove Rd,0,0,39.105,"Montgomery (county), Maryland",-77.1905,1.0,0,0,0,0,0,0,Unknown
216889,980836,11/03/2017,Kentucky,Manchester,415 Clay County High Rd,0,0,37.1767,Clay County High School,-83.8091,1.0,0,0,0,1,1,0,Unknown
216891,981034,11/03/2017,Georgia,Columbus,Baker Plaza Dr,0,0,32.431,Cross Keys Apartments,-84.9397,1.0,0,0,0,0,0,0,Unknown
216892,981121,11/03/2017,Alabama,Huntsville,1402 Yukon St NW,0,1,34.7368,Northwoods Housing Development,-86.6098,1.0,0,0,1,0,0,0,Unknown
216899,981678,11/03/2017,Colorado,Colorado Springs,1055 Kelly Johnson Blvd,0,2,38.9452,Baymont Inn & Suites,-104.807,4.0,0,4,2,4,2,3,380 Auto
216900,981736,11/03/2017,Iowa,Cedar Falls,2210 College St,0,0,42.5171,Little Bigs,-92.4555,1.0,0,1,0,1,1,0,Handgun
216906,981942,11/03/2017,Ohio,Defiance,1755 Palmer Dr,0,0,41.2638,Defiance High School,-84.3585,1.0,0,1,0,1,1,0,Unknown
216909,982045,11/03/2017,Mississippi,Tupelo,Gloster St,0,2,34.2311,SNE convenience store,-88.7195,1.0,0,0,2,0,2,0,Unknown
216918,983272,11/03/2017,New Jersey,Jersey City,57 Dales Ave,0,2,40.7358,Marion Gardens,-74.0778,1.0,0,1,2,0,2,0,Unknown
216931,985365,11/03/2017,Virginia,Scottsburg,7076 James D Hagood Hwy,0,0,36.7732,Spainhour Diner,-78.8152,1.0,0,0,0,0,0,0,Unknown
216932,985871,11/03/2017,Oregon,Brookings,248 Wharf St,0,0,42.049,Bi Mart,-124.284,1.0,0,1,0,1,1,0,Unknown
216943,979893,11/04/2017,Florida,Orlando,2652 N Orange Blossom Trail,1,1,28.5756,La Cantina,-81.4075,1.0,0,2,2,1,3,0,Unknown
216944,979906,11/04/2017,Virginia,Norfolk,I-264,1,2,36.8452,Downtown Tunnel,-76.2836,1.0,0,0,3,0,3,0,Unknown
216968,980170,11/04/2017,California,Bakersfield,1001 S Union Ave,1,3,35.345,Golden West Casino,-119.004,1.0,0,0,3,1,2,0,Unknown
216969,980192,11/04/2017,Ohio,Youngstown,2810 Market St,0,4,41.071,Club Deja Vu,-80.6579,1.0,0,4,4,0,3,1,Rifle
216977,980305,11/04/2017,Montana,Billings,2618 King Ave W,1,0,45.7537,Big Bear Sports Center,-108.58,1.0,0,0,0,1,1,0,22 LR
216981,980347,11/04/2017,Michigan,Saginaw,422 McGregor St,1,0,43.4064,McGregor Manor Apartments,-83.9769,1.0,0,1,1,0,1,0,Unknown
216982,980353,11/04/2017,Michigan,Cedar Springs,4175 17 Mile Rd NE,0,0,43.2198,Family Farm & Home,-85.5672,1.0,0,0,0,2,0,0,Unknown
216984,980363,11/04/2017,New Hampshire,Exeter ,Pine Rd,1,0,43.0129,Deer Hill Wildlife Management Area,-71.0084,1.0,0,1,1,1,2,0,Unknown
216993,980416,11/04/2017,Colorado,Colorado Springs,32 S Tejon St,0,1,38.8336,Thirsty Parrot Bar and Grill,-104.824,1.0,0,0,1,0,1,0,Unknown
217024,980632,11/04/2017,Florida,Jacksonville,2800 Sophia St,0,2,30.3385,Huron Sophia Apartments,-81.7157,1.0,0,0,2,0,2,0,Unknown
217025,980635,11/04/2017,Florida,Jacksonville,678 A Philip Randolph Blvd,0,1,30.3291,Avenue Market,-81.6426,1.0,0,1,1,0,1,0,Unknown
217028,980832,11/04/2017,Kentucky,Louisville,9901 La Grange Rd,0,0,38.271,Circle K,-85.5708,1.0,0,2,0,2,2,0,Unknown
217033,980859,11/04/2017,California,Norwalk,10602 Imperial Hwy,1,1,33.9169,AM/PM gas station,-118.107,1.0,0,2,2,1,2,1,Unknown
217034,980928,11/04/2017,California,Kings Beach,8489 Trout Ave,2,0,39.2379,Northwood Pines Motel,-120.023,1.0,0,2,1,1,1,1,Unknown
217040,981043,11/04/2017,New York,New York ,130 Eldridge St,0,0,40.7187,Chinese Hispanic Grocery,-73.9916,1.0,0,1,0,1,1,0,Handgun
217042,981125,11/04/2017,Tennessee,Nashville,231 Bridgeway Cir,0,1,36.1007,Woodbridge Apartments,-86.7207,1.0,0,0,1,2,3,0,Unknown
217043,981141,11/04/2017,Tennessee,Nashville,1310 24th Ave S,0,0,36.1425,Veterans Affairs Medical Center,-86.8047,1.0,0,0,0,1,1,0,Unknown
217044,981202,11/04/2017,Tennessee,Nashville,1604 21st Ave S,0,1,36.1386,Regions Bank,-86.8005,1.0,0,1,1,0,1,0,Unknown
217058,981580,11/04/2017,Texas,College Station,505 Harvey Rd,0,1,30.6194,The Marc apartments,-96.3162,1.0,0,1,1,2,3,0,Unknown
217060,981696,11/04/2017,Texas,Weatherford ,4100 E I-20 Service Rd S,2,0,32.738,First Financial Bank,-97.6812,1.0,0,3,2,1,1,2,Unknown
217061,981763,11/04/2017,Florida,Miami,30010 S Dixie Hwy,0,0,25.4877,KFC,-80.46,1.0,0,1,0,1,1,0,Unknown
217062,981829,11/04/2017,Alaska,Sitka,617 Katlian St,0,1,57.0539,Eliason Harbor,-135.346,1.0,0,1,1,1,2,0,Unknown
217067,981933,11/04/2017,Texas,Austin,2016 Austin Hwy,0,2,29.5024,Reggae Bar,-98.4179,1.0,0,2,2,0,0,2,9mm
217069,981944,11/04/2017,Massachusetts,New Bedford,871 Rockdale Ave,0,0,41.6377,New Bedford Police Headquarters,-70.9497,9.0,0,0,0,0,0,0,Unknown
217072,982189,11/04/2017,Tennessee,Murfreesboro,915 N Thompson Ln,0,0,35.9127,On Target,-86.4079,24.0,0,0,0,4,0,0,Handgun
217084,982479,11/04/2017,Tennessee,Nashville,1310 24th Avenue South,0,0,36.1425,Nashville Veteran Affairs Medical Center,-86.8047,1.0,0,0,0,1,1,0,9mm
217089,982653,11/04/2017,Florida,Miami,2541 NW 95th St,0,1,25.861,Tony's Food Market,-80.2406,1.0,0,0,1,1,2,0,Unknown
217090,982775,11/04/2017,North Dakota,Minot,220 S Broadway,0,0,48.2349,Sport on Tap,-101.296,1.0,0,1,0,1,1,0,Handgun
217094,982850,11/04/2017,Massachusetts,Rockland,850 Hingham St,0,0,42.1615,Comfort Inn,-70.9039,1.0,0,0,1,0,1,0,Unknown
217096,982875,11/04/2017,Ohio,Cleveland,13051 Shaker Blvd,0,0,41.484,RTA Shaker Square Station,-81.597,1.0,0,2,3,1,1,3,Unknown
217097,982911,11/04/2017,Ohio,Columbus,4300 block of Leesburg Ct,0,0,39.9455,Havenwood Townhomes,-83.1161,2.0,0,0,0,1,1,0,Unknown
217102,983193,11/04/2017,Georgia,Augusta,3205 Heritage Cir,1,0,33.4709,Heritage Apartments,-82.0677,1.0,0,2,1,1,2,0,Unknown
217121,998837,11/04/2017,Ohio,Cleveland,3447 Steelyard Dr,0,0,41.4561,Steelyard Commons,-81.7065,1.0,0,1,0,1,1,0,Handgun
217131,980488,11/05/2017,Texas,Dallas,8411 La Prada Dr E,1,0,32.811,Villa Bonita apartments,-96.6654,1.0,0,0,1,0,0,1,Unknown
217137,980577,11/05/2017,Texas,Sutherland Springs,216 4th St,27,20,29.2733,First Baptist Church,-98.0564,4.0,2,4,7,0,1,6,Unknown
217143,980768,11/05/2017,Indiana,New Albany,2750 Charlestown Rd,1,0,38.3248,Marathon Gas,-85.8009,1.0,0,3,1,2,3,0,Unknown
217146,980842,11/05/2017,South Carolina,Walterboro,2444 Robertson Blvd,1,2,32.9096,Club Classics,-80.6421,1.0,0,1,3,0,1,0,Unknown
217148,980954,11/05/2017,Arkansas,North Little Rock,Henderson Road and East Valentine Road,1,0,34.833,17,-92.1196,1.0,0,1,1,1,2,0,Unknown
217151,981008,11/05/2017,North Carolina,Hubert,221 Riggs Rd,0,0,34.7262,Royal Valley Mobile Home Park,-77.2344,1.0,0,0,0,0,0,0,223 Rem [AR-15]
217157,981330,11/05/2017,California,Fresno,351 E Kearney Blvd,3,0,36.7287,St. Alphonsus Catholic Church,-119.808,1.0,0,3,2,1,2,1,Unknown
217159,981344,11/05/2017,Virginia,Suffolk,4165 Pruden Blvd,0,1,36.786,Big City Church,-76.6436,1.0,0,0,1,0,1,0,Unknown
217165,981390,11/05/2017,Ohio,Cincinnati,8241 Vine St,0,0,39.2119,Kroger,-84.4742,1.0,0,0,0,1,1,0,Unknown
217166,981393,11/05/2017,Ohio,Cleveland,E 49th St and Marginal Rd,1,0,41.524,Kirtland Park,-81.6628,1.0,0,2,1,1,2,0,Unknown
217168,981409,11/05/2017,Ohio,Springfield,1314 E Main St,1,0,39.9234,Speedway,-83.7881,1.0,0,0,1,1,2,0,Unknown
217180,981685,11/05/2017,Maryland,Randallstown,9036 Liberty Rd,1,1,39.3685,Slate Lounge,-76.7977,1.0,0,2,2,0,2,0,Unknown
217192,981824,11/05/2017,Florida,West Palm Beach,4611 Okeechobee Blvd,0,2,26.707,Palms Arcade,-80.1132,1.0,0,0,2,2,2,0,Unknown
217194,981847,11/05/2017,Oregon,Portland ,3710 SE Concord Rd,0,1,45.4093,Holly Acres Apartments,-122.625,1.0,0,1,1,1,2,0,Unknown
217200,981892,11/05/2017,Maryland,Silver Spring,12209 Veirs Mill Rd,0,1,39.057,Stoneymill Square Shopping Center,-77.0839,1.0,0,0,0,1,1,0,Unknown
217205,981911,11/05/2017,Georgia,Atlanta ,2822 Chamblee Tucker Rd,1,0,33.8798,Super 8,-84.2739,1.0,0,1,1,1,2,0,Unknown
217219,982027,11/05/2017,Illinois,Chicago,6600 S State St,0,1,41.7737,Chicago Skyway,-87.626,1.0,0,1,1,1,2,0,Handgun
217226,982209,11/05/2017,Tennessee,Jackson,602 Whitehall St,0,2,35.6229,T&Dâ€™s Cornerstop,-88.8013,1.0,0,1,2,1,2,1,Unknown
217233,982250,11/05/2017,California,Eureka,619 2nd St,0,0,40.8049,Department of Fish and Wildlife,-124.165,1.0,0,0,0,1,1,0,Unknown
217237,982318,11/05/2017,Delaware,Dover,5409 North DuPont Hwy,0,0,39.2232,Jazzy Jay's Soul Food CafÃ©,-75.5761,1.0,0,0,0,0,0,0,Unknown
217252,982523,11/05/2017,Nebraska,Omaha,4023 S 13th St,0,0,41.2201,VP Fuels,-95.933,1.0,0,0,0,1,1,0,Handgun
217253,982529,11/05/2017,Oklahoma,Oklahoma City,2000 W Memorial Rd,1,0,35.6084,Walmart,-97.548,1.0,0,1,1,1,2,0,Unknown
217255,982553,11/05/2017,Delaware,Dover,1200 N Dupont Hwy,0,0,39.1861,Delaware State University,-75.5366,1.0,0,0,0,1,0,0,Unknown
217258,982626,11/05/2017,Florida,Long Key ,70001 Overseas Hwy,0,0,24.8416,Fiesta Key RV Resort,-80.7928,1.0,0,1,0,1,1,0,Unknown
217267,982865,11/05/2017,Massachusetts,Boston,1100 Dorchester Ave,0,0,42.3119,Rite Aid,-71.0573,1.0,0,1,0,1,1,0,Unknown
217269,982922,11/05/2017,Connecticut,Hamden,852 Dixwell Ave,0,0,41.3366,Hamden Laundromat,-72.9353,1.0,0,0,0,0,0,0,Unknown
217272,983019,11/05/2017,North Carolina,New Bern,4016 Copperfield Dr,0,1,35.097,Copperfield Apartments,-77.1182,1.0,0,0,1,2,3,0,Unknown
217273,983038,11/05/2017,North Carolina,Red Springs,805 E 4th Ave,0,1,34.813,Food Lion,-79.1796,2.0,0,2,1,1,2,0,Unknown
217280,983163,11/05/2017,North Carolina,Wilmington,940 Inspiration Dr,0,0,34.2413,Belk,-77.8303,1.0,0,0,0,1,1,0,Unknown
217284,983284,11/05/2017,New Jersey,Jersey City,57 Dales Ave,0,1,40.7358,Marion Gardens,-74.0778,1.0,0,1,1,0,1,0,Unknown
217286,983439,11/05/2017,New Jersey,Budd Lake,102 US 46,0,0,40.8847,Super 8,-74.7296,2.0,0,1,0,1,1,0,45 Auto
217300,984722,11/05/2017,Colorado,Brighton,29 S 4th Ave,0,0,39.9857,South Platte Tactical,-104.819,1.0,0,0,1,3,4,0,Unknown
217301,984760,11/05/2017,Oklahoma,Tulsa,East 61st Street and South Peoria Avenue,0,0,36.0752,Kwick Stop,-95.9758,1.0,0,1,0,1,1,0,Unknown
217302,984783,11/05/2017,Florida,Mount Dora,112 W 3rd Ave,0,0,28.7986,Magical Meat Boutique,-81.6448,1.0,0,0,0,3,3,0,Unknown
217303,985254,11/05/2017,Ohio,Cleveland,10225 Madison Ave,0,0,41.4768,The Repair Company,-81.7564,1.0,0,0,1,1,2,0,Unknown
217304,985398,11/05/2017,Virginia,Alexandria,8650 Richmond Hwy,0,0,38.7229,BB&T ATM,-77.1208,1.0,0,0,0,1,1,0,Unknown
217308,986116,11/05/2017,New Mexico,Albuquerque,8040 Academy Rd NE,0,0,35.1461,Smith's,-106.554,1.0,0,0,0,1,1,0,30-06 Spr
217311,986394,11/05/2017,Pennsylvania,Bristol,809 Lake St,0,0,40.1038,Clinton Lewis Elks Lodge,-74.8606,1.0,0,0,0,0,0,0,22 LR
217313,990890,11/05/2017,Louisiana,Pineville,902 Bayou Marie Rd,0,2,31.3131,Lee Ray's General Store,-92.4172,2.0,0,2,1,3,4,0,Shotgun
217317,1008122,11/05/2017,Georgia,Lawrenceville,455 Bethesda School Rd,0,0,33.9193,Waffle House,-84.085,1.0,0,0,4,1,1,0,Unknown
217318,1008195,11/05/2017,Tennessee,Memphis,1803 E Brooks Rd,0,0,35.0606,UPS,-90.0068,12.0,0,0,0,7,2,0,Unknown
217324,1068952,11/05/2017,Missouri,Saint Louis ,603 Airport Rd,1,0,38.7469,R & R Mini Mart and Liquor,-90.3124,1.0,0,2,1,1,1,1,Unknown
217331,981901,11/06/2017,Alabama,Birmingham,900 block of 23rd Street South,1,0,33.5051,Southtown public housing,-86.794,1.0,0,1,1,0,1,0,Unknown
217333,982055,11/06/2017,Kentucky,Lexington,115 West Loudon Avenue,0,1,38.0575,Imperial Trailer Park,-84.4817,1.0,0,0,1,0,1,0,Unknown
217338,982219,11/06/2017,California,Modesto,1717 Oakdale Rd,0,1,37.6685,Big Lots,-120.959,1.0,0,1,0,1,1,0,Unknown
217339,982240,11/06/2017,California,Sherman Oaks,14006 Riverside Dr,1,0,34.1575,Westfield Fashion Square mall,-118.438,1.0,0,0,0,1,1,0,Unknown
217346,982378,11/06/2017,Maryland,Baltimore,5200 block of Fairlawn Ave,1,2,39.3424,Destiny Auto Body,-76.6852,1.0,0,1,3,2,4,1,Unknown
217349,982410,11/06/2017,Maine,Augusta,201 Civic Center Dr,0,0,44.3434,WalMart,-69.7931,1.0,0,2,1,1,2,0,25 Auto
217350,982473,11/06/2017,Missouri,Kansas City ,6019 Blue Ridge Blvd,0,0,39.0139,Raytown High School,-94.4606,1.0,0,0,0,1,0,0,Unknown
217351,982481,11/06/2017,Indiana,Indianapolis,2810 Westlane Rd,0,1,39.8852,First Cash Pawn,-86.2086,1.0,0,0,1,3,4,0,Unknown
217357,982624,11/06/2017,Florida,Perry,4099 S Byron Butler Pkwy,0,1,30.0713,Shell,-83.5674,1.0,0,0,1,0,0,0,Unknown
217361,982663,11/06/2017,Texas,Dallas,4807 Sunnyvale St,1,0,32.6959,Dollar General,-96.773,1.0,0,1,1,1,1,1,12 gauge
217365,982696,11/06/2017,California,Norwalk,13340 Rosecrans Ave,0,2,33.9022,Arco gas station,-118.047,1.0,0,0,2,1,3,0,Unknown
217366,982704,11/06/2017,California,Whittier,6018 Norwalk Blvd,1,0,33.9895,Bottle House Liquor,-118.064,2.0,0,0,1,2,2,0,Unknown
217369,982728,11/06/2017,Louisiana,Baton Rouge,Brightside Drive,0,0,30.3891,Campus Crossing Apartments,-91.1891,1.0,0,0,0,4,4,0,Handgun
217375,982769,11/06/2017,California,Oroville,465 Cal Oak Rd,0,1,39.4945,Walmart,-121.564,2.0,0,0,1,4,3,2,Unknown
217378,982798,11/06/2017,South Carolina,Saint Helena Island,813 Sea Island Pkwy,0,1,32.3965,Tiger Express,-80.5813,1.0,0,2,1,2,3,0,Unknown
217391,982958,11/06/2017,North Carolina,Salisbury,100 Laurel Pointe Cir,1,0,35.6931,Laurel Pointe Apartments,-80.5228,1.0,0,1,1,1,2,0,Unknown
217393,982976,11/06/2017,South Carolina,Rock Hill,119 E White St,1,0,34.9268,Renew Our Community,-81.0256,1.0,0,2,1,1,2,0,Unknown
217416,983471,11/06/2017,Pennsylvania,Bristol,3000 Ford Rd,0,1,40.1216,Levittown Trace Apartments,-74.8858,1.0,0,0,1,0,1,0,Unknown
217420,983710,11/06/2017,Minnesota,Minneapolis,324 W Market St,0,0,44.9804,Mall of America,-93.2897,2.0,0,0,0,1,1,0,Unknown
217422,983747,11/06/2017,North Carolina,Charlotte,3814 Brookshire Blvd,0,2,35.264,Skye Mart,-80.88,1.0,0,0,2,1,2,0,Unknown
217423,983806,11/06/2017,Kentucky,Lexington,680 Lima Dr,0,0,38.0728,Chill Spot Lounge,-84.5068,1.0,0,0,0,0,0,0,Unknown
217432,984020,11/06/2017,Connecticut,Milford,111 Schoolhouse Rd,0,0,41.2159,Motel 6,-73.0866,3.0,0,0,0,2,2,0,Unknown
217435,984174,11/06/2017,Florida,Tampa,2401 E Yukon St,0,0,28.0289,Rowlett Park,-82.4318,1.0,0,0,0,1,1,0,Unknown
217441,984956,11/06/2017,New Hampshire,Rye,1200 Ocean Blvd,1,0,43.0258,Surf Club,-70.7314,1.0,0,0,1,0,0,0,Unknown
217452,995563,11/06/2017,Hawaii,Kapaa,Kaulana Rd,0,0,22.0592,Mountain View,-159.348,1.0,0,0,0,1,0,0,Unknown
217458,982639,11/07/2017,Florida,Tampa,13417 N Nebraska Ave,0,0,28.0686,The Todd Couples Superstore,-82.451,2.0,0,0,1,2,2,1,Unknown
217460,982661,11/07/2017,Texas,Fort Worth,2800 S University Dr,0,0,32.7117,Texas Christian University,-97.3605,1.0,0,0,0,1,1,0,Unknown
217466,982802,11/07/2017,South Carolina,Spartanburg,1000 Pinegate Dr,0,1,34.9964,Campus Edge Apartments,-81.9736,1.0,0,0,1,0,1,0,9mm
217467,982822,11/07/2017,Oregon,Portland,1717 SW Park Ave,1,0,45.513,Subway,-122.685,1.0,0,3,1,2,3,0,Unknown
217470,982856,11/07/2017,South Carolina,Easley,535 Powdersville Main,0,0,34.7844,Concrete Primary School,-82.4909,1.0,0,1,0,1,0,1,Shotgun
217471,982882,11/07/2017,Ohio,Maple Heights,Maple Heights Blvd,1,0,41.4147,Stafford Park,-81.5554,1.0,0,1,1,0,1,0,Handgun
217474,982961,11/07/2017,South Carolina,Simpsonville,3665 S Industrial Dr,0,0,34.7307,Hillcrest High School,-82.2654,1.0,0,0,0,1,1,0,Unknown
217475,982968,11/07/2017,North Carolina,Hickory,183 18th St Pl NW K,0,1,35.7349,Hilltop Apartments,-81.3709,1.0,0,0,1,1,1,1,Unknown
217477,983024,11/07/2017,Kentucky,Walton,118 Richwood Road,1,1,38.9186,Pilot Travel Center,-84.6253,1.0,0,2,1,1,2,0,Unknown
217488,983127,11/07/2017,Utah,Salt Lake City ,1251 W Village Main Dr,0,3,40.6987,Village at Rivers Edge apartments,-111.928,1.0,0,0,1,2,1,0,Unknown
217490,983140,11/07/2017,Kentucky,Winchester,27 E Washington St,2,0,37.9948,Washington Street Apartments,-84.1744,1.0,0,5,2,5,3,4,Unknown
217509,983280,11/07/2017,New York,Brooklyn,2950 W 35th St,1,1,40.5738,Site 8 Houses,-74.0006,1.0,0,2,2,1,2,1,Unknown
217512,983320,11/07/2017,Alabama,Mobile,1651 Knollwood Dr,0,1,30.6542,Knollwood Apartments,-88.1794,1.0,0,0,1,0,0,0,Unknown
217522,983419,11/07/2017,Arkansas,Trumann,120 Highway 463 S,0,0,35.6722,Adams Lube & Repair Center,-90.5188,1.0,0,0,0,1,1,0,Unknown
217524,983427,11/07/2017,Louisiana,Rayville,193 LA-3048,0,0,32.4667,Rayville High School,-91.7469,1.0,0,0,0,1,1,0,Shotgun
217526,983434,11/07/2017,Washington,Prosser,229 Canyon Dr,0,0,46.1961,Canyon Park Apartments,-119.783,1.0,0,1,0,1,1,0,Unknown
217533,983509,11/07/2017,California,Stockton,Coventry Dr and Huntington Ln,0,0,37.9965,Weberstown Park,-121.301,1.0,0,2,0,2,2,0,Unknown
217539,983550,11/07/2017,California,Moreno Valley,13380 Frederick St,0,0,33.9272,Moreno Valley Community Park,-117.261,1.0,0,0,0,1,1,0,Unknown
